sira	datesk	Item Name	Date	price
580	20140103	Brinjal (R)	3.08.2013	12
581	20140104	Brinjal (R)	4.08.2013	12
582	20140106	Brinjal (R)	5.08.2013	12
583	20140107	Brinjal (R)	6.08.2013	10
584	20140108	Brinjal (R)	7.08.2013	10
585	20140109	Brinjal (R)	8.08.2013	10
586	20140110	Brinjal (R)	9.08.2013	10
587	20140111	Brinjal (R)	10.08.2013	10
588	20140113	Brinjal (R)	11.08.2013	10
589	20140114	Brinjal (R)	12.08.2013	10
590	20140115	Brinjal (R)	13.08.2013	11
591	20140116	Brinjal (R)	14.08.2013	13
592	20140117	Brinjal (R)	15.08.2013	14
593	20140118	Brinjal (R)	16.08.2013	14
594	20140120	Brinjal (R)	17.08.2013	14
595	20140121	Brinjal (R)	18.08.2013	14
596	20140122	Brinjal (R)	19.08.2013	12
597	20140123	Brinjal (R)	20.08.2013	12
598	20140124	Brinjal (R)	21.08.2013	12
599	20140125	Brinjal (R)	22.08.2013	11
600	20140127	Brinjal (R)	23.08.2013	11
601	20140128	Brinjal (R)	24.08.2013	11
602	20140129	Brinjal (R)	25.08.2013	11
603	20140130	Brinjal (R)	26.08.2013	11
604	20140131	Brinjal (R)	27.08.2013	12
605	20140201	Brinjal (R)	28.08.2013	12
606	20140203	Brinjal (R)	29.08.2013	12
607	20140204	Brinjal (R)	30.08.2013	12
608	20140205	Brinjal (R)	31.08.2013	14
609	20140206	Brinjal (R)	1.09.2013	14
610	20140207	Brinjal (R)	2.09.2013	14
611	20140208	Brinjal (R)	3.09.2013	14
612	20140210	Brinjal (R)	4.09.2013	16
613	20140211	Brinjal (R)	5.09.2013	15
614	20140212	Brinjal (R)	6.09.2013	15
615	20140213	Brinjal (R)	7.09.2013	14
616	20140214	Brinjal (R)	8.09.2013	14
617	20140215	Brinjal (R)	9.09.2013	14
618	20140217	Brinjal (R)	10.09.2013	14
619	20140218	Brinjal (R)	11.09.2013	14
620	20140219	Brinjal (R)	12.09.2013	12
621	20140220	Brinjal (R)	13.09.2013	12
622	20140221	Brinjal (R)	14.09.2013	11
623	20140222	Brinjal (R)	15.09.2013	11
624	20140224	Brinjal (R)	16.09.2013	11
625	20140225	Brinjal (R)	17.09.2013	11
626	20140226	Brinjal (R)	18.09.2013	11
627	20140227	Brinjal (R)	19.09.2013	11
628	20140228	Brinjal (R)	20.09.2013	11
629	20140301	Brinjal (R)	21.09.2013	14
630	20140303	Brinjal (R)	22.09.2013	13
631	20140304	Brinjal (R)	23.09.2013	12
632	20140305	Brinjal (R)	24.09.2013	12
633	20140306	Brinjal (R)	25.09.2013	10
634	20140307	Brinjal (R)	26.09.2013	10
635	20140308	Brinjal (R)	27.09.2013	10
636	20140310	Brinjal (R)	28.09.2013	10
637	20140311	Brinjal (R)	29.09.2013	11
638	20140312	Brinjal (R)	30.09.2013	11
639	20140313	Brinjal (R)	1.10.2013	11
640	20140314	Brinjal (R)	2.10.2013	11
641	20140315	Brinjal (R)	3.10.2013	11
642	20140317	Brinjal (R)	4.10.2013	15
643	20140318	Brinjal (R)	5.10.2013	16
644	20140319	Brinjal (R)	6.10.2013	16
645	20140320	Brinjal (R)	7.10.2013	16
646	20140321	Brinjal (R)	8.10.2013	16
647	20140322	Brinjal (R)	9.10.2013	15
648	20140324	Brinjal (R)	10.10.2013	15
649	20140325	Brinjal (R)	11.10.2013	15
650	20140326	Brinjal (R)	12.10.2013	15
651	20140327	Brinjal (R)	13.10.2013	15
652	20140328	Brinjal (R)	14.10.2013	15
653	20140329	Brinjal (R)	15.10.2013	15
654	20140330	Brinjal (R)	16.10.2013	15
655	20140401	Brinjal (R)	17.10.2013	20
656	20140402	Brinjal (R)	18.10.2013	20
657	20140403	Brinjal (R)	19.10.2013	22
658	20140404	Brinjal (R)	20.10.2013	17
659	20140405	Brinjal (R)	21.10.2013	17
660	20140407	Brinjal (R)	22.10.2013	17
661	20140408	Brinjal (R)	23.10.2013	20
662	20140409	Brinjal (R)	24.10.2013	20
663	20140410	Brinjal (R)	25.10.2013	20
664	20140411	Brinjal (R)	26.10.2013	16
665	20140412	Brinjal (R)	27.10.2013	16
666	20140414	Brinjal (R)	28.10.2013	16
667	20140415	Brinjal (R)	29.10.2013	16
668	20140416	Brinjal (R)	30.10.2013	16
669	20140417	Brinjal (R)	31.10.2013	16
670	20140418	Brinjal (R)	1.11.2013	15
671	20140419	Brinjal (R)	2.11.2013	15
672	20140421	Brinjal (R)	3.11.2013	15
673	20140422	Brinjal (R)	4.11.2013	15
674	20140423	Brinjal (R)	5.11.2013	16
675	20140424	Brinjal (R)	6.11.2013	17
676	20140425	Brinjal (R)	7.11.2013	17
677	20140426	Brinjal (R)	8.11.2013	19
678	20140428	Brinjal (R)	9.11.2013	20
679	20140429	Brinjal (R)	10.11.2013	19
680	20140430	Brinjal (R)	11.11.2013	19
681	20140501	Brinjal (R)	12.11.2013	17
682	20140502	Brinjal (R)	13.11.2013	17
683	20140503	Brinjal (R)	14.11.2013	17
684	20140505	Brinjal (R)	15.11.2013	17
685	20140506	Brinjal (R)	16.11.2013	17
686	20140507	Brinjal (R)	17.11.2013	17
687	20140508	Brinjal (R)	18.11.2013	17
688	20140509	Brinjal (R)	19.11.2013	17
689	20140510	Brinjal (R)	20.11.2013	18
690	20140512	Brinjal (R)	21.11.2013	18
691	20140513	Brinjal (R)	22.11.2013	18
692	20140514	Brinjal (R)	23.11.2013	16
693	20140515	Brinjal (R)	24.11.2013	16
694	20140516	Brinjal (R)	25.11.2013	20
695	20140517	Brinjal (R)	26.11.2013	20
696	20140519	Brinjal (R)	27.11.2013	22
697	20140520	Brinjal (R)	28.11.2013	22
698	20140521	Brinjal (R)	29.11.2013	22
699	20140522	Brinjal (R)	30.11.2013	20
700	20140523	Brinjal (R)	1.12.2013	18
701	20140524	Brinjal (R)	2.12.2013	18
702	20140526	Brinjal (R)	3.12.2013	18
703	20140527	Brinjal (R)	4.12.2013	18
704	20140528	Brinjal (R)	5.12.2013	16
705	20140529	Brinjal (R)	6.12.2013	16
706	20140530	Brinjal (R)	7.12.2013	16
707	20140531	Brinjal (R)	8.12.2013	16
708	20140602	Brinjal (R)	9.12.2013	16
709	20140603	Brinjal (R)	10.12.2013	16
710	20140604	Brinjal (R)	11.12.2013	16
711	20140605	Brinjal (R)	12.12.2013	16
712	20140606	Brinjal (R)	13.12.2013	16
713	20140607	Brinjal (R)	14.12.2013	16
714	20140609	Brinjal (R)	15.12.2013	18
715	20140610	Brinjal (R)	16.12.2013	18
716	20140611	Brinjal (R)	17.12.2013	18
717	20140612	Brinjal (R)	18.12.2013	18
718	20140613	Brinjal (R)	19.12.2013	17
719	20140614	Brinjal (R)	20.12.2013	17
720	20140616	Brinjal (R)	21.12.2013	19
721	20140617	Brinjal (R)	22.12.2013	18
722	20140618	Brinjal (R)	23.12.2013	18
723	20140619	Brinjal (R)	24.12.2013	20
724	20140620	Brinjal (R)	25.12.2013	28
725	20140621	Brinjal (R)	26.12.2013	28
726	20140623	Brinjal (R)	27.12.2013	24
727	20140705	Brinjal (R)	28.12.2013	28
728	20140707	Brinjal (R)	29.12.2013	30
729	20140708	Brinjal (R)	30.12.2013	30
730	20140709	Brinjal (R)	31.12.2013	28
731	20140710	Brinjal (R)	1.01.2014	28
732	20140711	Brinjal (R)	2.01.2014	30
733	20140712	Brinjal (R)	3.01.2014	28
734	20140714	Brinjal (R)	4.01.2014	28
735	20140715	Brinjal (R)	5.01.2014	28
736	20140716	Brinjal (R)	6.01.2014	28
737	20140717	Brinjal (R)	7.01.2014	28
738	20140718	Brinjal (R)	8.01.2014	28
739	20140719	Brinjal (R)	9.01.2014	28
740	20140721	Brinjal (R)	10.01.2014	28
741	20140722	Brinjal (R)	11.01.2014	28
742	20140723	Brinjal (R)	12.01.2014	26
743	20140724	Brinjal (R)	13.01.2014	26
744	20140725	Brinjal (R)	14.01.2014	26
745	20140726	Brinjal (R)	15.01.2014	24
746	20140728	Brinjal (R)	16.01.2014	23
747	20140729	Brinjal (R)	17.01.2014	24
748	20140730	Brinjal (R)	18.01.2014	24
749	20140731	Brinjal (R)	19.01.2014	24
750	20140801	Brinjal (R)	20.01.2014	24
751	20140802	Brinjal (R)	21.01.2014	23
752	20140804	Brinjal (R)	22.01.2014	22
753	20140805	Brinjal (R)	23.01.2014	22
754	20140806	Brinjal (R)	24.01.2014	22
755	20140807	Brinjal (R)	25.01.2014	22
756	20140808	Brinjal (R)	26.01.2014	22
757	20140809	Brinjal (R)	27.01.2014	23
758	20140811	Brinjal (R)	28.01.2014	23
759	20140812	Brinjal (R)	29.01.2014	22
760	20140813	Brinjal (R)	30.01.2014	19
761	20140814	Brinjal (R)	31.01.2014	19
762	20140815	Brinjal (R)	1.02.2014	19
763	20140816	Brinjal (R)	2.02.2014	22
764	20140818	Brinjal (R)	3.02.2014	20
765	20140819	Brinjal (R)	4.02.2014	19
766	20140820	Brinjal (R)	5.02.2014	18
767	20140821	Brinjal (R)	6.02.2014	19
768	20140822	Brinjal (R)	7.02.2014	19
769	20140823	Brinjal (R)	8.02.2014	23
770	20140825	Brinjal (R)	9.02.2014	22
771	20140826	Brinjal (R)	10.02.2014	22
772	20140827	Brinjal (R)	11.02.2014	22
773	20140828	Brinjal (R)	12.02.2014	23
774	20140829	Brinjal (R)	13.02.2014	23
775	20140830	Brinjal (R)	14.02.2014	32
776	20140901	Brinjal (R)	15.02.2014	30
777	20140902	Brinjal (R)	16.02.2014	30
778	20140903	Brinjal (R)	17.02.2014	26
779	20140904	Brinjal (R)	18.02.2014	26
780	20140905	Brinjal (R)	19.02.2014	30
781	20140906	Brinjal (R)	20.02.2014	30
782	20140908	Brinjal (R)	21.02.2014	31
783	20140909	Brinjal (R)	22.02.2014	28
784	20140910	Brinjal (R)	23.02.2014	26
785	20140911	Brinjal (R)	24.02.2014	26
786	20140912	Brinjal (R)	25.02.2014	28
787	20140915	Brinjal (R)	26.02.2014	25
788	20140916	Brinjal (R)	27.02.2014	24
789	20140917	Brinjal (R)	28.02.2014	24
790	20140918	Brinjal (R)	1.03.2014	24
791	20140919	Brinjal (R)	2.03.2014	23
792	20140920	Brinjal (R)	3.03.2014	23
793	20140922	Brinjal (R)	4.03.2014	22
794	20140923	Brinjal (R)	5.03.2014	22
795	20140925	Brinjal (R)	6.03.2014	22
796	20140926	Brinjal (R)	7.03.2014	20
797	20140927	Brinjal (R)	8.03.2014	20
798	20140929	Brinjal (R)	9.03.2014	20
799	20140930	Brinjal (R)	10.03.2014	18
800	20141001	Brinjal (R)	11.03.2014	17
801	20141002	Brinjal (R)	12.03.2014	16
802	20141003	Brinjal (R)	13.03.2014	16
803	20141006	Brinjal (R)	14.03.2014	22
804	20141007	Brinjal (R)	15.03.2014	20
805	20141008	Brinjal (R)	16.03.2014	20
806	20141009	Brinjal (R)	17.03.2014	20
807	20141010	Brinjal (R)	18.03.2014	19
808	20141011	Brinjal (R)	19.03.2014	19
809	20141013	Brinjal (R)	20.03.2014	22
810	20141014	Brinjal (R)	21.03.2014	22
811	20141015	Brinjal (R)	22.03.2014	22
812	20141016	Brinjal (R)	23.03.2014	22
813	20141017	Brinjal (R)	24.03.2014	21
814	20141018	Brinjal (R)	25.03.2014	24
815	20141020	Brinjal (R)	26.03.2014	24
816	20141021	Brinjal (R)	27.03.2014	22
817	20141022	Brinjal (R)	28.03.2014	23
818	20141023	Brinjal (R)	29.03.2014	23
819	20141024	Brinjal (R)	30.03.2014	32
820	20141025	Brinjal (R)	31.03.2014	25
821	20141027	Brinjal (R)	1.04.2014	27
822	20141028	Brinjal (R)	2.04.2014	27
823	20141029	Brinjal (R)	3.04.2014	27
824	20141030	Brinjal (R)	4.04.2014	27
825	20141031	Brinjal (R)	5.04.2014	27
826	20141101	Brinjal (R)	6.04.2014	30
827	20141103	Brinjal (R)	7.04.2014	34
828	20141104	Brinjal (R)	8.04.2014	34
829	20141105	Brinjal (R)	9.04.2014	35
830	20141106	Brinjal (R)	10.04.2014	35
831	20141107	Brinjal (R)	11.04.2014	32
832	20141108	Brinjal (R)	12.04.2014	38
833	20141110	Brinjal (R)	13.04.2014	36
834	20141111	Brinjal (R)	14.04.2014	38
835	20141112	Brinjal (R)	15.04.2014	35
836	20141113	Brinjal (R)	16.04.2014	32
837	20141114	Brinjal (R)	17.04.2014	30
838	20141115	Brinjal (R)	18.04.2014	30
839	20141117	Brinjal (R)	19.04.2014	30
840	20141118	Brinjal (R)	20.04.2014	30
841	20141119	Brinjal (R)	21.04.2014	30
842	20141120	Brinjal (R)	22.04.2014	27
843	20141121	Brinjal (R)	23.04.2014	27
844	20141122	Brinjal (R)	24.04.2014	27
845	20141124	Brinjal (R)	25.04.2014	27
846	20141125	Brinjal (R)	26.04.2014	27
847	20141126	Brinjal (R)	27.04.2014	27
848	20141127	Brinjal (R)	28.04.2014	27
849	20141128	Brinjal (R)	29.04.2014	26
850	20141129	Brinjal (R)	30.04.2014	26
851	20141201	Brinjal (R)	1.05.2014	23
852	20141202	Brinjal (R)	2.05.2014	28
853	20141203	Brinjal (R)	3.05.2014	28
854	20141204	Brinjal (R)	4.05.2014	30
855	20141205	Brinjal (R)	5.05.2014	34
856	20141206	Brinjal (R)	6.05.2014	34
857	20141208	Brinjal (R)	7.05.2014	30
858	20141209	Brinjal (R)	8.05.2014	30
859	20141210	Brinjal (R)	9.05.2014	26
860	20141211	Brinjal (R)	10.05.2014	22
861	20141212	Brinjal (R)	11.05.2014	20
862	20141213	Brinjal (R)	12.05.2014	19
863	20141215	Brinjal (R)	13.05.2014	18
864	20141216	Brinjal (R)	14.05.2014	18
865	20141217	Brinjal (R)	15.05.2014	17
866	20141218	Brinjal (R)	16.05.2014	16
867	20141219	Brinjal (R)	17.05.2014	16
868	20141220	Brinjal (R)	18.05.2014	16
869	20141222	Brinjal (R)	19.05.2014	16
870	20141223	Brinjal (R)	20.05.2014	16
871	20141224	Brinjal (R)	21.05.2014	16
872	20141225	Brinjal (R)	22.05.2014	16
873	20141226	Brinjal (R)	23.05.2014	15
874	20141227	Brinjal (R)	24.05.2014	15
875	20141229	Brinjal (R)	25.05.2014	16
876	20141230	Brinjal (R)	26.05.2014	16
877	20141231	Brinjal (R)	27.05.2014	16
878	20150101	Brinjal (R)	28.05.2014	16
879	20150102	Brinjal (R)	29.05.2014	16
880	20150103	Brinjal (R)	30.05.2014	16
881	20150105	Brinjal (R)	31.05.2014	16
882	20150106	Brinjal (R)	1.06.2014	18
883	20150107	Brinjal (R)	2.06.2014	19
884	20150108	Brinjal (R)	3.06.2014	20
885	20150109	Brinjal (R)	4.06.2014	20
886	20150110	Brinjal (R)	5.06.2014	20
887	20150112	Brinjal (R)	6.06.2014	22
888	20150113	Brinjal (R)	7.06.2014	23
889	20150114	Brinjal (R)	8.06.2014	24
890	20150115	Brinjal (R)	9.06.2014	26
891	20150116	Brinjal (R)	10.06.2014	35
892	20150117	Brinjal (R)	11.06.2014	35
893	20150119	Brinjal (R)	12.06.2014	30
894	20150120	Brinjal (R)	13.06.2014	30
895	20150121	Brinjal (R)	14.06.2014	31
896	20150122	Brinjal (R)	15.06.2014	31
897	20150123	Brinjal (R)	16.06.2014	31
898	20150124	Brinjal (R)	17.06.2014	31
899	20150126	Brinjal (R)	18.06.2014	30
900	20150127	Brinjal (R)	19.06.2014	30
901	20150128	Brinjal (R)	20.06.2014	30
902	20150129	Brinjal (R)	21.06.2014	29
903	20150130	Brinjal (R)	22.06.2014	29
904	20150131	Brinjal (R)	23.06.2014	28
905	20150202	Brinjal (R)	24.06.2014	28
906	20150203	Brinjal (R)	25.06.2014	26
907	20150204	Brinjal (R)	26.06.2014	23
908	20150205	Brinjal (R)	27.06.2014	23
909	20150206	Brinjal (R)	28.06.2014	23
910	20150207	Brinjal (R)	29.06.2014	23
911	20150209	Brinjal (R)	30.06.2014	22
912	20150210	Brinjal (R)	1.07.2014	20
913	20150211	Brinjal (R)	2.07.2014	22
914	20150212	Brinjal (R)	3.07.2014	22
915	20150213	Brinjal (R)	4.07.2014	19
916	20150214	Brinjal (R)	5.07.2014	19
917	20150216	Brinjal (R)	6.07.2014	18
918	20150217	Brinjal (R)	7.07.2014	18
919	20150218	Brinjal (R)	8.07.2014	18
920	20150219	Brinjal (R)	9.07.2014	18
921	20150220	Brinjal (R)	10.07.2014	18
922	20150221	Brinjal (R)	11.07.2014	18
923	20150223	Brinjal (R)	12.07.2014	18
924	20150224	Brinjal (R)	13.07.2014	18
925	20150225	Brinjal (R)	14.07.2014	18
926	20150226	Brinjal (R)	15.07.2014	18
927	20150227	Brinjal (R)	16.07.2014	18
928	20150228	Brinjal (R)	17.07.2014	19
929	20150302	Brinjal (R)	18.07.2014	16
930	20150303	Brinjal (R)	19.07.2014	16
931	20150304	Brinjal (R)	20.07.2014	16
932	20150305	Brinjal (R)	21.07.2014	16
933	20150306	Brinjal (R)	22.07.2014	16
934	20150307	Brinjal (R)	23.07.2014	16
935	20150309	Brinjal (R)	24.07.2014	16
936	20150310	Brinjal (R)	25.07.2014	16
937	20150311	Brinjal (R)	26.07.2014	16
938	20150312	Brinjal (R)	27.07.2014	16
939	20150313	Brinjal (R)	28.07.2014	16
940	20150314	Brinjal (R)	29.07.2014	16
941	20150316	Brinjal (R)	30.07.2014	16
942	20150317	Brinjal (R)	31.07.2014	16
943	20150318	Brinjal (R)	1.08.2014	16
944	20150319	Brinjal (R)	2.08.2014	16
945	20150320	Brinjal (R)	3.08.2014	16
946	20150323	Brinjal (R)	4.08.2014	20
947	20150324	Brinjal (R)	5.08.2014	19
948	20150325	Brinjal (R)	6.08.2014	18
949	20150326	Brinjal (R)	7.08.2014	15
950	20150327	Brinjal (R)	8.08.2014	15
951	20150328	Brinjal (R)	9.08.2014	15
952	20150330	Brinjal (R)	10.08.2014	14
953	20150331	Brinjal (R)	11.08.2014	14
954	20150401	Brinjal (R)	12.08.2014	14
955	20150402	Brinjal (R)	13.08.2014	14
956	20150403	Brinjal (R)	14.08.2014	14
957	20150404	Brinjal (R)	15.08.2014	14
958	20150406	Brinjal (R)	16.08.2014	15
959	20150407	Brinjal (R)	17.08.2014	15
960	20150408	Brinjal (R)	18.08.2014	15
961	20150409	Brinjal (R)	19.08.2014	15
962	20150410	Brinjal (R)	20.08.2014	16
963	20150411	Brinjal (R)	21.08.2014	16
964	20150413	Brinjal (R)	22.08.2014	17
965	20150414	Brinjal (R)	23.08.2014	17
966	20150415	Brinjal (R)	24.08.2014	17
967	20150416	Brinjal (R)	25.08.2014	17
968	20150417	Brinjal (R)	26.08.2014	15
969	20150420	Brinjal (R)	27.08.2014	20
970	20150421	Brinjal (R)	28.08.2014	20
971	20150422	Brinjal (R)	29.08.2014	23
972	20150423	Brinjal (R)	30.08.2014	23
973	20150424	Brinjal (R)	31.08.2014	21
974	20150425	Brinjal (R)	1.09.2014	21
975	20150427	Brinjal (R)	2.09.2014	21
976	20150428	Brinjal (R)	3.09.2014	21
977	20150429	Brinjal (R)	4.09.2014	21
978	20150430	Brinjal (R)	5.09.2014	20
979	20150501	Brinjal (R)	6.09.2014	20
980	20150502	Brinjal (R)	7.09.2014	20
981	20150504	Brinjal (R)	8.09.2014	20
982	20150505	Brinjal (R)	9.09.2014	20
983	20150506	Brinjal (R)	10.09.2014	20
984	20150507	Brinjal (R)	11.09.2014	20
985	20150508	Brinjal (R)	12.09.2014	20
986	20150509	Brinjal (R)	13.09.2014	20
987	20150511	Brinjal (R)	14.09.2014	20
988	20150512	Brinjal (R)	15.09.2014	20
989	20150513	Brinjal (R)	16.09.2014	19
990	20150514	Brinjal (R)	17.09.2014	19
991	20150515	Brinjal (R)	18.09.2014	19
992	20150516	Brinjal (R)	19.09.2014	19
993	20150518	Brinjal (R)	20.09.2014	19
994	20150519	Brinjal (R)	21.09.2014	19
995	20150520	Brinjal (R)	22.09.2014	19
996	20150521	Brinjal (R)	23.09.2014	19
997	20150522	Brinjal (R)	24.09.2014	19
998	20150523	Brinjal (R)	25.09.2014	19
999	20150525	Brinjal (R)	26.09.2014	19
1000	20150526	Brinjal (R)	27.09.2014	19
1001	20150527	Brinjal (R)	28.09.2014	20
1002	20150528	Brinjal (R)	29.09.2014	20
1003	20150529	Brinjal (R)	30.09.2014	23
1004	20150530	Brinjal (R)	1.10.2014	23
1005	20150601	Brinjal (R)	2.10.2014	24
1006	20150602	Brinjal (R)	3.10.2014	24
1007	20150603	Brinjal (R)	4.10.2014	25
1008	20150604	Brinjal (R)	5.10.2014	25
1009	20150605	Brinjal (R)	6.10.2014	25
1010	20150606	Brinjal (R)	7.10.2014	25
1011	20150608	Brinjal (R)	8.10.2014	25
1012	20150609	Brinjal (R)	9.10.2014	26
1013	20150610	Brinjal (R)	10.10.2014	26
1014	20150611	Brinjal (R)	11.10.2014	26
1015	20150612	Brinjal (R)	12.10.2014	28
1016	20150613	Brinjal (R)	13.10.2014	28
1017	20150615	Brinjal (R)	14.10.2014	28
1018	20150616	Brinjal (R)	15.10.2014	28
1019	20150617	Brinjal (R)	16.10.2014	28
1020	20150618	Brinjal (R)	17.10.2014	27
1021	20150619	Brinjal (R)	18.10.2014	27
1022	20150620	Brinjal (R)	19.10.2014	25
1023	20150622	Brinjal (R)	20.10.2014	24
1024	20150623	Brinjal (R)	21.10.2014	24
1025	20150624	Brinjal (R)	22.10.2014	24
1026	20150625	Brinjal (R)	23.10.2014	22
1027	20150626	Brinjal (R)	24.10.2014	22
1028	20150627	Brinjal (R)	25.10.2014	22
1029	20150629	Brinjal (R)	26.10.2014	22
1030	20150630	Brinjal (R)	27.10.2014	22
1031	20150701	Brinjal (R)	28.10.2014	20
1032	20150702	Brinjal (R)	29.10.2014	15
1033	20150703	Brinjal (R)	30.10.2014	15
1034	20150704	Brinjal (R)	31.10.2014	17
1035	20150706	Brinjal (R)	1.11.2014	17
1036	20150707	Brinjal (R)	2.11.2014	17
1037	20150708	Brinjal (R)	3.11.2014	17
1038	20150709	Brinjal (R)	4.11.2014	16
1039	20150710	Brinjal (R)	5.11.2014	16
1040	20150711	Brinjal (R)	6.11.2014	16
1041	20150713	Brinjal (R)	7.11.2014	16
1042	20150714	Brinjal (R)	8.11.2014	15
1043	20150715	Brinjal (R)	9.11.2014	15
1044	20150716	Brinjal (R)	10.11.2014	15
1045	20150717	Brinjal (R)	11.11.2014	15
1046	20150718	Brinjal (R)	12.11.2014	14
1047	20150720	Brinjal (R)	13.11.2014	14
1048	20150721	Brinjal (R)	14.11.2014	15
1049	20150722	Brinjal (R)	15.11.2014	15
1050	20150724	Brinjal (R)	16.11.2014	15
1051	20150725	Brinjal (R)	17.11.2014	15
1052	20150727	Brinjal (R)	18.11.2014	15
1053	20150728	Brinjal (R)	19.11.2014	15
1054	20150729	Brinjal (R)	20.11.2014	16
1055	20150730	Brinjal (R)	21.11.2014	16
1056	20150731	Brinjal (R)	22.11.2014	16
1057	20150801	Brinjal (R)	23.11.2014	16
1058	20150803	Brinjal (R)	24.11.2014	16
1059	20150804	Brinjal (R)	25.11.2014	16
1060	20150805	Brinjal (R)	26.11.2014	16
1061	20150806	Brinjal (R)	27.11.2014	16
1062	20150807	Brinjal (R)	28.11.2014	15
1063	20150808	Brinjal (R)	29.11.2014	15
1064	20150810	Brinjal (R)	30.11.2014	15
1065	20150811	Brinjal (R)	1.12.2014	15
1066	20150812	Brinjal (R)	2.12.2014	15
1067	20150813	Brinjal (R)	3.12.2014	15
1068	20150814	Brinjal (R)	4.12.2014	15
1069	20150815	Brinjal (R)	5.12.2014	15
1070	20150817	Brinjal (R)	6.12.2014	15
1071	20150818	Brinjal (R)	7.12.2014	15
1072	20150819	Brinjal (R)	8.12.2014	15
1073	20150820	Brinjal (R)	9.12.2014	15
1074	20150821	Brinjal (R)	10.12.2014	15
1075	20150822	Brinjal (R)	11.12.2014	14
1076	20150824	Brinjal (R)	12.12.2014	14
1077	20150825	Brinjal (R)	13.12.2014	14
1078	20150826	Brinjal (R)	14.12.2014	14
1079	20150827	Brinjal (R)	15.12.2014	14
1080	20150828	Brinjal (R)	16.12.2014	14
1081	20150829	Brinjal (R)	17.12.2014	14
1082	20150831	Brinjal (R)	18.12.2014	15
1083	20150901	Brinjal (R)	19.12.2014	15
1084	20150902	Brinjal (R)	20.12.2014	15
1085	20150903	Brinjal (R)	21.12.2014	15
1086	20150904	Brinjal (R)	22.12.2014	15
1087	20150905	Brinjal (R)	23.12.2014	15
1088	20150907	Brinjal (R)	24.12.2014	15
1089	20150908	Brinjal (R)	25.12.2014	15
1090	20150909	Brinjal (R)	26.12.2014	13
1091	20150910	Brinjal (R)	27.12.2014	13
1092	20150911	Brinjal (R)	28.12.2014	13
1093	20150912	Brinjal (R)	29.12.2014	13
1094	20150914	Brinjal (R)	30.12.2014	13
1095	20150915	Brinjal (R)	31.12.2014	13
1096	20150916	Brinjal (R)	1.01.2015	13
1097	20150918	Brinjal (R)	2.01.2015	13
1098	20150919	Brinjal (R)	3.01.2015	13
1099	20150921	Brinjal (R)	4.01.2015	15
1100	20150922	Brinjal (R)	5.01.2015	15
1101	20150923	Brinjal (R)	6.01.2015	15
1102	20150924	Brinjal (R)	7.01.2015	15
1103	20150925	Brinjal (R)	8.01.2015	15
1104	20150928	Brinjal (R)	9.01.2015	15
1105	20150929	Brinjal (R)	10.01.2015	15
1106	20150930	Brinjal (R)	11.01.2015	15
1107	20151001	Brinjal (R)	12.01.2015	15
1108	20151002	Brinjal (R)	13.01.2015	15
1109	20151003	Brinjal (R)	14.01.2015	14
1110	20151005	Brinjal (R)	15.01.2015	12
1111	20151006	Brinjal (R)	16.01.2015	12
1112	20151007	Brinjal (R)	17.01.2015	12
1113	20151008	Brinjal (R)	18.01.2015	16
1114	20151009	Brinjal (R)	19.01.2015	16
1115	20151010	Brinjal (R)	20.01.2015	16
1116	20151012	Brinjal (R)	21.01.2015	16
1117	20151013	Brinjal (R)	22.01.2015	16
1118	20151014	Brinjal (R)	23.01.2015	17
1119	20151016	Brinjal (R)	24.01.2015	17
1120	20151017	Brinjal (R)	25.01.2015	17
1121	20151019	Brinjal (R)	26.01.2015	21
1122	20151020	Brinjal (R)	27.01.2015	21
1123	20151021	Brinjal (R)	28.01.2015	21
1124	20151022	Brinjal (R)	29.01.2015	21
1125	20151023	Brinjal (R)	30.01.2015	24
1126	20151026	Brinjal (R)	31.01.2015	24
1127	20151027	Brinjal (R)	1.02.2015	20
1128	20151028	Brinjal (R)	2.02.2015	20
1129	20151029	Brinjal (R)	3.02.2015	25
1130	20151030	Brinjal (R)	4.02.2015	25
1131	20151031	Brinjal (R)	5.02.2015	25
1132	20151102	Brinjal (R)	6.02.2015	25
1133	20151103	Brinjal (R)	7.02.2015	22
1134	20151104	Brinjal (R)	8.02.2015	21
1135	20151105	Brinjal (R)	9.02.2015	20
1136	20151106	Brinjal (R)	10.02.2015	20
1137	20151107	Brinjal (R)	11.02.2015	18
1138	20151109	Brinjal (R)	12.02.2015	18
1139	20151110	Brinjal (R)	13.02.2015	18
1140	20151111	Brinjal (R)	14.02.2015	23
1141	20151113	Brinjal (R)	15.02.2015	24
1142	20151114	Brinjal (R)	16.02.2015	24
1143	20151116	Brinjal (R)	17.02.2015	24
1144	20151117	Brinjal (R)	18.02.2015	30
1145	20151118	Brinjal (R)	19.02.2015	28
1146	20151119	Brinjal (R)	20.02.2015	32
1147	20151120	Brinjal (R)	21.02.2015	32
1148	20151121	Brinjal (R)	22.02.2015	32
1149	20151123	Brinjal (R)	23.02.2015	49
1150	20151124	Brinjal (R)	24.02.2015	49
1151	20151125	Brinjal (R)	25.02.2015	39
1152	20151126	Brinjal (R)	26.02.2015	39
1153	20151127	Brinjal (R)	27.02.2015	50
1154	20151128	Brinjal (R)	28.02.2015	50
1155	20151130	Brinjal (R)	1.03.2015	48
